Age,Gender,CityTier,Tenure,AvgSessionDuration,PageViewsPerSession,BounceRate,TotalTransactions,AvgOrderValue,DaysSinceLastPurchase,HighValuePurchase
20,Female,1,17,11.896092200950752,10,49.408402416912736,11,212.57188089475753,62,0
54,Male,2,1,15.792750208117289,13,25.529422501292604,2,339.7437826822923,46,0
24,Male,1,36,9.01420073641895,18,39.71778179369838,10,302.22544435255287,24,0
38,Male,1,15,9.937916488458612,16,47.620017421198234,10,69.16503653290516,38,0
26,Male,3,1,6.202047970117617,11,28.70750383044383,13,187.23740146059635,1,0
56,Female,2,18,6.387869677335365,13,14.174082252816511,10,344.67535776262315,6,0
35,Female,2,9,11.852168739622819,13,10.368963238719022,12,53.48549070962143,29,1
21,Male,1,19,7.171016599559667,13,11.829188429627163,13,155.46424550570222,19,0
42,Male,2,9,8.218842135817347,12,16.629246134948037,9,146.4566079231242,27,0
31,Female,1,13,11.668927010385003,10,17.75873473594257,8,131.3670565557433,2,0
26,Male,3,19,7.194118484340231,12,5.626038933278614,10,90.82408785831298,31,0
43,Male,2,7,12.501261313064445,16,1.4457207147145208,7,216.12701643551065,48,0
19,Female,2,1,9.719088008154216,14,52.06964308146137,10,276.7936216161923,23,0
37,Female,2,23,9.366194512934644,9,17.258250750965534,5,133.3744899368247,13,0
45,Male,1,6,6.0554325587979685,15,14.959637130781548,5,147.98970833465472,5,0
64,Male,2,9,9.527377985150316,18,61.47073954947676,11,183.5732924629666,9,0
24,Male,2,1,6.712862156401261,19,37.02707546206804,10,79.01840532313548,22,0
61,Male,2,9,9.408226568587114,14,57.7597825348207,7,309.5928540441126,8,0
25,Male,1,36,7.694524802718713,12,17.081987831568746,11,139.26760062991474,45,0
64,Male,2,4,10.900428712952358,13,12.761450381685812,13,235.96789344201636,4,0
52,Male,2,7,7.904686481609734,13,23.221307847702807,11,156.55427272957215,21,1
31,Female,3,14,14.11357265071009,21,29.58312348147048,13,238.55263390115772,20,0
34,Female,2,21,7.173359064812822,13,4.216418295124174,17,128.44437140520114,4,1
53,Male,2,7,6.3962757139294695,10,33.498830197062404,5,296.5420717348705,158,0
57,Male,2,5,9.038341360403761,9,25.262911042512005,9,389.55326941076333,51,0
21,Female,2,34,11.233613167482421,20,51.68574181289555,6,80.86056788255902,14,0
19,Male,2,14,11.210295454481821,10,47.43285523922583,9,70.31998189742545,34,0
23,Male,2,2,8.500344333207492,16,43.11556508682594,9,207.91655487371293,37,0
59,Female,2,1,9.017267482414356,10,17.599135670922152,10,212.95382461446994,31,0
21,Male,3,8,9.021614172117271,12,4.781493233428118,11,90.53981966253689,16,0
46,Female,2,3,4.766381559115624,11,28.158545203290007,6,179.84882796167122,64,0
35,Female,3,4,11.07222032529829,13,6.469902256081767,10,285.7342001287225,44,0
43,Male,2,26,4.226430703637998,12,2.9163837973817914,9,75.13903113018986,23,1
61,Male,3,2,4.772003972645624,7,9.112294878894662,8,348.6945974785127,0,0
51,Male,3,16,8.165081253564395,18,52.48054313040081,7,263.11860853107487,7,0
27,Female,2,4,7.0404207975633755,14,15.382281883963808,8,65.87496744398655,21,0
53,Female,3,18,10.38847219812635,13,25.96759236892841,5,236.7445333284664,68,1
31,Female,1,16,9.342058018010542,11,6.985326960267484,6,206.01106307330147,29,0
48,Male,3,1,8.414604161212077,6,42.29443336467648,9,317.0002297443871,16,0
32,Female,2,9,4.623398012083849,7,50.41070001550017,4,76.69526458359466,1,0
25,Female,1,2,8.079680314590206,13,58.82938460483636,6,191.5529218714087,27,0
31,Female,2,25,7.842465592635751,14,13.96587314894967,5,241.27744900344177,12,1
40,Female,3,25,8.66656021070651,11,16.494916319678392,6,260.43703134443774,23,0
57,Female,1,7,6.709885983717086,13,44.18434631792903,4,157.55554499735186,43,0
38,Female,2,8,9.568452613980629,7,39.24126595104802,6,139.7984318772487,48,0
33,Female,2,5,6.960316886879399,10,30.91584896790454,7,263.6740100346078,59,0
62,Male,3,16,9.287340395387337,21,65.63270627679917,8,225.13439862622064,30,0
35,Male,2,6,10.388142722257253,9,41.99490405452236,9,252.75035873842216,70,0
64,Female,1,4,6.396213504042878,9,52.14884044290616,6,381.6318580183397,35,1
41,Male,1,7,5.683524589455544,13,37.48841625002639,5,103.3388728191016,45,0
43,Female,2,2,9.429098469408018,11,37.13975163393607,12,197.99549905191748,34,0
42,Female,2,17,4.036700957856711,12,2.4403246886362138,8,254.33779975929892,61,0
62,Female,3,1,11.334994264676187,12,20.50048868422387,12,222.68552460975792,7,0
58,Male,1,13,8.032887851350925,13,29.494224904263127,2,181.52711710216028,42,0
46,Male,2,3,7.655724794304905,13,23.79018221407573,9,177.27759880554666,3,1
32,Male,1,4,9.638047755053679,9,9.96444805426668,10,210.5243393113198,2,0
62,Female,1,13,9.45186356126629,20,18.688467599473345,5,139.57542396685525,20,0
18,Female,2,36,8.019554224936721,13,12.225671585936759,11,119.82743125540097,10,0
42,Female,2,19,10.635849231805743,16,18.36205670639595,9,121.58700458526121,24,0
24,Male,2,4,5.982835083949244,16,34.525551975341465,6,156.3982250133401,33,0
26,Female,3,3,10.137069479880875,13,24.349479519228357,8,332.04548933188795,7,0
41,Female,2,25,4.764129584992775,8,20.017990133386963,8,222.77036657432495,36,0
18,Male,3,8,9.531946973195401,11,25.55541083992149,4,172.68714233453687,161,0
61,Female,3,2,7.016380110599129,12,66.49822948098898,8,147.4869568234548,42,0
25,Male,2,24,4.0667418128924275,5,14.745271434337242,9,300.85180675437977,5,1
41,Male,3,21,8.769928451433119,10,29.566118567506177,6,121.16852727989165,30,0
28,Female,2,36,7.896720520547813,17,12.323880285967093,6,132.49967301589172,0,0
34,Male,1,29,3.371823471553614,16,60.1674248416032,6,174.7613670445673,19,0
25,Female,2,23,1.6590033723208082,8,7.971221571913348,9,216.66124076858569,22,0
52,Female,1,1,7.543208499747515,12,9.43207400110563,15,274.32095110668683,107,0
52,Female,2,2,12.85467788210548,12,42.82710450935758,7,347.51549798240546,40,0
50,Male,2,11,8.963045024617731,11,38.29627722632697,8,150.0086270921174,36,0
22,Male,1,10,5.995090289856668,7,50.29419822908881,9,291.40088060018365,22,0
59,Female,1,8,11.24560854706357,11,29.478073170871205,8,442.6287803648302,21,1
56,Male,3,7,10.721670853623676,11,16.79758658950481,5,146.414566608918,145,0
58,Male,2,7,11.814737233968158,17,27.014099332315578,9,476.83816583545314,0,0
45,Male,1,11,10.051693293028121,12,13.068275729820378,7,99.19907859075109,10,0
24,Female,2,1,10.657706969333624,16,9.06576232879633,10,194.09960732974852,4,0
26,Male,2,4,10.193325593037692,14,37.80051881326008,7,234.60455697594966,11,0
25,Female,2,9,6.567485157750717,11,24.27232083855211,8,135.61285081664542,18,0
29,Female,3,16,3.0881577817892136,11,36.144280506385726,7,160.3855672687282,12,0
51,Male,2,3,6.436593812620845,10,20.70150376732201,11,136.756653776407,98,1
50,Male,2,10,11.314810931004061,6,19.548630945410082,7,136.6662911723344,34,0
40,Female,3,16,6.8569674917162855,11,52.99089396746647,10,223.75441730455404,39,0
41,Female,3,8,7.563622846677932,14,49.93533187608782,7,112.0707455248183,40,0
54,Female,1,1,4.502645200560665,12,11.900943078024666,9,139.08131334710782,68,0
52,Female,1,8,6.346731283522331,9,30.98515369742601,5,74.17464056328664,43,0
61,Male,1,5,7.972732499649722,13,21.318772485270607,12,303.49294656773037,0,0
57,Male,2,32,9.47768653357626,16,27.73973314298913,8,377.564244096581,9,1
39,Male,2,2,6.624017098473001,13,38.39173921037091,7,132.08227296569956,135,0
44,Male,2,13,6.414387723146903,12,31.69378184418632,6,296.625880186889,31,0
52,Male,3,1,10.526526695446604,16,36.088600147516715,7,213.83193928963132,2,0
18,Male,2,8,8.975799579314671,12,27.82147059289133,9,79.85050096017257,18,1
52,Male,1,10,9.346017395576448,14,37.87614993138495,3,101.6768126586354,118,0
54,Female,2,5,12.584961758205113,10,28.225893759779574,4,556.0464441052682,148,0
64,Female,2,8,6.484776834768928,13,25.82465587194413,13,268.7028424019121,16,0
31,Male,2,3,7.852942488555095,14,22.881975981881475,7,61.00298890564707,67,0
20,Female,2,5,9.65347932326944,11,45.38575991796902,7,191.5393444623739,26,0
18,Male,3,12,5.385477915025959,11,63.10915755415254,10,177.0637643015799,21,0
22,Female,2,5,8.687149214756356,14,8.720315147174539,11,243.48070207138477,15,0
43,Male,2,28,8.066589491777302,22,10.119373309369825,9,158.78306133959703,66,0
31,Female,2,12,16.33189823470737,10,45.2827215821368,13,223.8895411889342,29,0
56,Female,2,7,8.29960850499522,9,46.67409508064711,6,332.8824897741369,12,0
44,Male,1,1,11.470819296692996,10,31.38001844880633,14,166.15860828261356,20,0
26,Male,2,9,10.489829641540528,12,16.940504774853427,9,95.25575952797811,17,0
32,Male,1,18,4.530315190577038,15,50.13226803585604,10,135.96405796328187,17,0
32,Male,3,4,3.3535284861179004,14,10.998739757127115,4,203.9044745393474,11,0
43,Male,1,20,8.741043816098882,17,43.42163998594141,13,256.5721128938675,30,0
59,Female,2,4,11.772003986440865,9,16.831590834941444,9,199.4541616837163,1,0
30,Male,2,21,8.863744458689522,10,17.843019275585736,8,112.23246145079825,65,1
49,Female,3,2,8.236555412051523,18,48.58614547708635,5,111.9530016486624,16,0
56,Female,1,25,7.14774004115225,10,69.53278464662199,5,151.98583899493244,48,0
49,Male,1,9,4.028116260210788,13,22.36098858344339,4,430.28584387993095,39,1
21,Female,1,5,5.118437847232963,14,6.431381639534177,7,105.37986737068725,19,0
47,Male,1,4,3.133058933480907,15,39.94732625269779,8,183.09369960636815,6,0
54,Female,1,7,4.690860202660246,15,18.37145570157351,8,286.1712913439677,24,0
40,Male,2,36,6.421975287711948,14,37.928369701676615,5,308.1522690537325,88,1
56,Female,1,3,10.32804806455096,13,21.944904520009388,4,216.06336423748124,6,0
62,Female,1,2,6.664798217613207,12,10.250533201234054,7,227.36064698593808,8,0
32,Male,3,11,8.766877356649154,9,9.543557466313542,10,245.36574029683442,148,0
60,Male,2,9,8.405687633530045,15,15.580586570105481,12,182.16270029089634,66,0
46,Female,2,9,9.497146506448921,11,29.889434643258884,10,113.87544904872865,23,0
53,Female,2,14,4.895555205448224,14,47.43411508319591,7,228.37738466867262,35,0
30,Male,3,4,11.177581145370645,4,20.711328132713223,2,138.39799003627851,17,0
49,Male,1,29,3.7784690451392215,13,30.48109373462132,3,89.94817170155083,15,0
24,Female,3,7,6.656560392840178,10,14.854085544220327,6,308.86361997447517,17,0
39,Male,2,2,7.937283776670265,8,68.77665829946092,6,115.53638612974586,16,0
45,Female,1,17,10.280434544449243,19,8.636520930587874,7,132.09126743668378,33,0
19,Male,3,13,12.13792800665226,13,42.443062130925156,7,204.86000467723738,12,1
59,Male,1,5,10.30409456038517,15,17.779590591959938,10,69.77196170661186,5,0
62,Female,1,12,12.247749072367576,15,15.24813789576557,5,152.25198286622316,36,0
23,Male,3,3,5.5124722114780855,11,31.071068588367247,8,341.23245254103824,0,1
45,Male,2,8,11.57111144021363,23,50.664470438835274,11,150.34694519318265,38,1
45,Male,2,28,11.055970189739902,16,40.31580703913976,11,113.01487228801055,9,0
61,Male,1,2,1.0,12,8.585975992791294,3,88.04629122806806,6,0
61,Female,2,6,7.338607268317171,13,38.42160273972998,5,175.79412413849354,14,0
37,Male,2,21,9.806112270145347,10,25.390125410510468,10,109.36305941836144,3,0
47,Female,2,36,6.453758403663684,10,25.637245576829258,8,320.4968198736859,14,1
28,Female,2,8,4.74252448311129,11,39.19274024055081,10,68.00303182959104,3,0
45,Female,1,9,14.342525653825625,9,60.67775876032685,4,400.3266900135049,19,0
42,Male,1,11,8.33312045291272,12,34.12880274545416,9,208.35330873537842,5,0
56,Male,3,33,8.415216302462182,8,40.34608866603944,8,56.69811579161368,4,0
50,Female,2,24,4.073017655374802,15,63.63640788867181,2,123.8869012771485,25,0
18,Female,3,3,6.162917012611282,10,29.08342978299786,4,296.99478913082544,29,0
44,Female,2,7,5.3064781118842905,14,23.46989337254158,9,170.66359517107514,0,0
30,Male,2,8,11.236925690417909,8,52.19736921065085,11,186.74640459139732,14,1
58,Male,1,19,9.513900862778156,13,49.925137365038324,10,99.72425096007248,2,0
20,Female,2,12,6.288308921580411,15,40.011991779297134,10,171.12548397251658,40,0
56,Female,1,13,9.681500715998643,10,47.53343520402363,8,103.20161310135185,34,0
23,Female,2,36,7.239439562776768,10,32.02013021476189,9,155.0645991670539,1,0
25,Female,2,1,8.703472153935625,16,35.37084987480307,5,300.3553696137434,85,0
44,Female,3,4,8.68929166155712,8,17.560239156925338,10,121.03894950463953,96,0
26,Male,2,7,9.260801631438797,13,17.103074912698403,15,153.53383326934875,12,0
54,Male,1,6,8.898955770190238,5,31.366188172092386,8,115.14906941198386,4,1
50,Male,1,1,9.263148953494726,15,36.450864002093276,12,279.17439909518913,3,0
59,Male,1,2,11.767424931456723,16,19.23730417376332,8,151.47950954960058,55,0
61,Female,2,14,9.921688259220572,11,13.51986994169254,8,187.21068050882968,18,0
41,Male,2,26,6.989294711822121,8,41.694621936827446,7,196.49665144057866,0,0
32,Male,3,9,7.706141762044476,13,10.941497288950458,6,233.47968712465374,77,0
49,Male,1,10,11.6905117639912,12,14.651246525215205,10,308.3267692725247,26,1
49,Male,2,4,8.337267364844644,16,10.909849722607524,4,131.57239323654534,35,0
41,Male,2,18,6.8779447479287015,11,6.815623282568022,7,188.13951412787844,52,0
58,Male,2,17,6.106584973609892,13,19.68172788764697,7,67.71671315531897,51,0
29,Female,2,11,8.819114324498742,11,14.098588661375421,12,177.21452608966467,2,0
56,Male,2,3,5.435429592363271,11,74.36367400541239,9,272.1352370057507,25,0
19,Female,2,2,11.85438627150292,13,48.440576206321666,7,201.62245475126016,35,0
20,Male,1,1,4.886544938728761,6,69.47624895246186,8,176.9689925385068,2,0
54,Male,2,11,12.434203176558263,8,7.178418824451019,5,114.64832697826184,7,0
34,Male,1,21,7.144309052382653,11,22.86981108959846,14,234.8400517569357,15,0
19,Female,2,24,4.769787939117032,13,24.59199908712489,10,50.0,65,1
19,Female,2,8,8.56752721569613,9,9.997530498797703,6,142.28181385444478,57,0
45,Male,2,19,5.140882525357132,15,52.85813912540219,14,117.45716580017718,45,0
40,Male,3,36,8.10311528309078,10,6.657173292050876,7,162.89351355461685,138,1
54,Female,3,4,6.267369405202003,11,29.075089683970173,6,179.1766962446821,8,0
49,Male,3,7,10.835219803607274,14,20.957612432250937,12,189.30290075411108,18,0
50,Male,2,33,8.410248829812897,11,13.566389067436472,2,59.68887711853772,17,0
18,Female,2,5,4.434497503776395,8,4.108976350567493,6,117.5363823363845,34,0
36,Female,2,30,6.208890378721984,18,35.738957198592985,11,290.6530000383956,56,0
19,Male,3,36,10.114841748779387,10,39.692171937715,8,301.6915976187833,20,0
61,Female,2,14,11.861276311371427,9,17.2078039128713,6,179.97082226768694,20,0
43,Female,3,21,7.864175577596948,4,44.34767989521801,10,329.6739775899776,28,0
49,Male,3,17,4.866810314393289,13,41.375647985676856,9,202.04968077251473,40,0
23,Female,2,15,11.162108932552664,17,23.099838545763824,12,203.86673928243778,6,0
49,Female,1,5,10.101691024680125,10,31.858920180791046,4,156.8907359355815,97,0
21,Male,1,1,11.919618752907647,8,33.46193737945244,11,174.55764843139653,2,0
28,Male,3,6,8.87062735526392,8,20.294787333359917,10,115.26193304592418,0,0
34,Male,1,14,6.438209252609321,12,44.44429501998158,5,244.1381561883237,13,1
55,Female,3,2,9.550665456186739,8,22.406317516755646,7,156.58191661421407,36,0
41,Male,2,1,8.978987670324745,13,42.814008991287,14,268.8111230668261,114,0
22,Female,2,2,6.275378924461896,14,8.546585344832652,11,239.96293521595376,80,0
51,Female,3,16,8.595915751542218,12,11.90772078018609,8,277.7558701196669,34,0
23,Male,2,36,7.414922333533861,10,48.71546440649973,7,256.0164146831042,17,0
39,Female,2,36,10.23061353495104,20,21.360072037816007,10,243.3071075778883,27,0
28,Male,2,9,9.476020730946304,15,24.56103052785406,7,197.32188093105225,103,0
33,Female,2,25,4.845225820156431,11,36.98415319530921,9,193.54449987242543,9,0
50,Female,2,17,4.542732261917028,13,6.019475257626931,4,136.13318173877371,19,0
26,Male,1,9,7.730566479279339,12,18.84518964187175,9,128.03364523941065,35,0
23,Male,3,11,8.098457856137948,13,32.98135854383702,13,230.45452855208208,0,0
33,Male,3,2,10.28293032227548,10,3.271925739597733,9,163.20727265294553,14,0
46,Male,2,34,9.539911731685667,15,18.686715346435452,6,206.05878423253574,25,0
20,Male,2,6,12.376056929638228,13,12.036817219457282,7,181.37770846197364,69,0
37,Male,2,8,6.59841960717371,9,7.679436962441037,6,192.73718132311765,144,1
53,Female,2,14,6.4271417917183795,12,30.432765824751222,8,315.6717514065898,24,0
36,Male,3,5,5.120557983064868,15,9.654814602870628,12,256.0175194206441,86,1
43,Male,1,4,10.248221344325241,17,23.958898862362425,7,250.15938359232882,3,0
20,Female,1,12,8.065256552047883,5,21.96321122935504,5,277.58771542731,36,0
36,Male,2,1,2.4391894491150614,15,49.241234582570485,11,226.25105011715712,15,0
37,Female,2,16,8.606496133123677,14,6.3885236257170686,11,100.31750650663469,41,0
49,Female,2,9,8.797910503451213,10,39.17497655310719,8,231.12609048666252,60,1
24,Female,2,12,7.566959171756469,6,34.580036728231725,6,215.6331869190773,1,0
58,Male,2,12,8.889964558875253,11,22.61621432147456,7,77.59288445185814,82,0
50,Male,2,9,4.339292902322838,17,33.78528810940879,10,259.1944266686635,2,0
57,Male,1,11,12.923095502300082,13,25.63505387717322,3,156.5958187876536,41,0
56,Female,2,14,9.140778278227769,11,31.217148613463525,11,203.83997301475648,2,0
35,Male,1,17,2.6789033507641333,15,5.69173711568014,5,195.5139366889429,59,1
57,Male,1,16,7.982308702009673,13,23.900797912055452,10,172.7172129816408,6,0
18,Female,2,25,9.220160598956344,16,18.539696357485802,9,167.25613244801693,17,0
28,Male,1,3,4.661203775230854,8,41.117128329465785,8,922.5439347175015,80,1
45,Male,1,7,9.600890837040314,10,20.222695181200944,6,93.6073254630908,47,0
42,Male,1,36,13.042776869025996,13,28.743675359969036,8,165.69392087835587,46,0
40,Female,3,7,6.066892818351413,9,31.006903777965057,6,108.81429006052028,43,0
48,Male,3,2,9.285316087609832,12,26.66836360580971,7,115.3736001876881,25,0
47,Female,2,9,8.625795796976591,7,65.38374272214898,6,172.1910345796515,90,0
59,Female,3,2,10.904869999437144,6,40.21806525858891,11,148.00132286469548,53,1
52,Male,2,3,7.673474286127573,14,19.546624009053563,13,183.1658710576467,17,0
24,Female,2,36,4.7998501209143924,13,6.000937675616883,5,101.66240820092882,40,0
33,Male,1,10,10.712546740924118,19,32.658070612711484,7,403.8227565389474,180,1
43,Male,2,5,4.9782182278395695,12,25.834673377944323,14,94.2598654624139,61,0
19,Female,2,36,13.426584133678833,10,35.70531553511124,6,207.321241212236,0,0
18,Female,2,36,9.682308047045503,10,42.22828641713146,14,165.5356845403966,40,0
29,Female,2,7,6.203321790153904,8,24.162099017075196,5,147.87883593340402,68,0
22,Male,2,4,11.325954837518774,9,18.227694060038836,12,185.9992800060035,11,0
54,Male,2,22,7.972432897907343,10,36.52226075786792,9,335.4981926032017,113,0
49,Male,3,16,7.33578331701793,11,32.98773500235722,9,356.0965033811529,15,1
26,Male,2,14,5.957391871706705,12,17.158974002413096,4,119.2440608025227,16,0
58,Male,2,27,2.3654630014044873,10,17.617192479769326,11,144.91901492197238,5,0
52,Male,2,15,9.813177711100481,17,37.27542839537606,5,246.94164751786508,3,0
36,Male,2,5,3.1156197145471785,13,9.353746375187825,8,233.08450753378392,23,0
33,Male,2,15,5.620117004445865,13,26.775606566864667,12,102.78161243875358,27,0
20,Male,1,5,9.298533661550831,8,22.082955006342544,13,229.08630312693595,13,0
37,Male,2,18,6.4979707955134565,5,41.20254791050833,6,453.7919767820651,27,0
41,Female,1,12,8.471455612372845,10,25.830142991591483,6,109.83811498225052,15,0
50,Male,2,1,4.358914058151041,18,38.5987523454012,10,144.40044767655846,60,0
41,Female,2,9,6.954621880586296,21,13.692498011046403,8,146.66323998296127,92,0
28,Female,2,6,8.490157114874565,10,12.094958377863067,1,131.2505717809773,27,0
25,Male,1,5,5.145582452192835,17,53.84098107411428,16,141.11709298011414,55,1
53,Female,2,12,13.059090433225764,18,8.189788819801414,10,147.5205597841224,57,0
55,Female,1,5,6.087728261357817,15,19.35774996859529,4,166.7877608037179,37,1
57,Female,3,19,12.135250364047716,9,50.554439964946305,7,132.9641498143109,6,0
37,Male,3,1,7.496583365760601,18,52.76712918438064,11,273.69791869434334,5,1
52,Male,3,13,3.294573301755938,13,32.08636438368616,8,175.10088367860712,75,0
42,Male,2,20,4.589297574213042,11,14.798096451575496,2,231.84511602169962,9,0
52,Male,2,14,8.52823786679414,14,52.18811213926911,8,127.97376674699737,8,0
42,Female,1,9,11.098327257675273,12,57.32850632541453,8,196.4957600585842,5,0
46,Female,2,36,13.30933139787609,13,4.784640260801066,6,278.86462585948266,22,1
35,Male,2,5,8.384656185779884,10,14.10099342131644,10,235.6097768111892,33,1
63,Female,2,1,4.468268757516256,16,19.453554719236948,10,277.8442548056952,33,0
35,Male,3,7,8.835455241634236,18,33.888720497582,8,513.1885287921166,9,0
19,Male,1,1,5.524355979919541,15,50.67664180343282,6,323.092123276326,2,1
52,Female,3,36,9.176574863583657,11,22.038409201145353,16,324.4878170538323,11,0
33,Male,2,3,5.175576342783351,9,15.988970445407508,8,85.37816956578412,21,0
58,Male,2,19,1.7312892884905633,10,17.829749916814865,7,98.60561442895118,28,0
53,Male,1,18,11.950566978859696,12,54.84166847603712,10,129.40227988038797,9,0
50,Male,1,3,7.320749805964215,10,8.403539478151059,6,99.16288502422768,6,1
21,Female,2,12,8.148981001449744,17,29.113355411230923,14,460.56647199491687,55,1
50,Female,2,1,10.990104122718565,13,7.297757445625945,10,71.87497945158941,58,0
31,Female,1,8,13.636540127994364,12,15.654473977923589,11,111.8983945059018,9,0
38,Female,2,1,10.160241956446871,14,17.139520908114385,9,270.08314546871384,24,0
37,Male,3,31,8.309004848610833,14,21.104542960926487,11,78.71512026377943,17,0
25,Male,3,36,9.38861862833972,12,35.77281746514987,10,308.38477107406527,4,0
24,Female,3,4,7.115650870140088,11,22.051051352647317,4,59.06266438349714,84,0
20,Male,2,3,8.108343135468917,9,21.36328870615926,9,295.9979831345295,0,0
34,Female,2,17,8.434590913577551,11,5.678275301492423,11,358.716936259018,6,0
50,Female,2,4,5.6401242295906,9,17.018919601648676,8,158.7982499399779,12,0
29,Male,2,28,8.063520760633631,6,24.332850800929425,13,344.06783716453486,58,1
39,Female,1,11,9.10130555751179,15,23.42732481672943,6,308.01709740427265,46,1
39,Female,1,6,9.55105069272665,14,13.03820156927479,17,285.7793383220142,26,0
63,Female,2,22,9.311971347287944,20,26.826841461695782,6,282.7099316131094,35,0
47,Male,1,9,3.982924345776878,8,34.43935387653506,10,170.90413542571267,12,0
55,Male,2,30,11.68777682779897,7,14.352679112087143,4,356.662366754988,84,0
55,Male,1,32,11.438843682361448,9,54.044508133347136,9,459.21144120367865,0,1
62,Male,1,3,7.711554775343633,3,14.246011648927603,8,95.91472561629514,3,1
25,Male,2,1,9.366526085316302,9,13.286362448687747,7,127.68597717280899,77,0
44,Female,2,36,7.350338698674475,17,34.56612858739882,6,167.97173225942845,87,0
44,Male,2,29,10.2558729884344,7,38.91449666644212,7,251.1774652412075,20,0
51,Female,1,1,5.557184461599891,9,70.32055436062853,12,252.39218067139709,25,0
38,Female,1,22,12.027381785872773,11,17.136433668789035,7,153.45822012108036,69,0
47,Female,2,8,10.106622835453871,10,19.045631126375618,12,288.6302329811761,57,0
50,Male,2,4,10.176301374706672,10,8.49225757750177,6,199.39271261934564,59,0
45,Female,2,26,7.684841370722548,9,13.371489248435825,10,282.72354258176256,13,0
64,Male,2,3,3.7621444852019206,20,27.075530544782865,4,226.26249846148824,53,0
50,Male,3,36,10.651804100362309,10,64.12287901323678,5,122.42975404704836,2,0
22,Female,2,3,3.8613159952923493,16,31.48796418322447,9,194.35685443232302,20,0
36,Male,2,12,10.687917980673635,14,24.23849880955962,6,104.2201042030844,8,1
21,Male,2,4,5.68361834950333,8,55.98249645688361,5,106.64756086184323,1,0
52,Female,2,10,3.2388540379081885,16,49.35673636039745,7,141.57846239481455,28,0
34,Male,2,14,8.002999111140593,15,49.96795880162042,6,362.2850784707233,2,1
61,Male,2,3,11.54840165161522,12,30.365834876998836,6,178.0373658108396,3,1
45,Male,2,9,5.10318875474394,13,5.298220425530778,8,148.0343287567874,2,1
47,Female,1,8,12.79710387318448,15,25.277551061776848,10,255.71003907106964,110,1
46,Female,1,1,9.970221631492024,14,17.442999497217162,10,90.24489311003377,1,0
